81:3,5,2,4,9,2,4,1,4,2,3,6,8,5,6,1,6,6,4,8,5,6,3,5,5,5,1,8,3,4
82:7,1,2,6,3,5,8,8,9,3,9,8,4,6,2,3,8,2,4,1,4,4,7,1,7,8,3,6,8,7
83:3,8,5,7,4,1,7,3,3,9,7,5,1,1,3,2,5,7,7,8,1,2,9,3,5,1,1,7,1,9
84:1,1,1,4,6,5,5,8,2,9,3,1,9,8,5,5,4,8,7,9,4,8,7,3,9,1,1,8,8,2
85:5,8,4,1,6,5,3,1,7,2,8,5,9,7,2,9,4,6,8,7,6,5,6,3,6,4,7,8,9,2
86:5,3,4,4,5,4,9,6,8,9,1,8,8,8,2,3,7,9,1,7,4,3,9,6,8,4,1,3,8,3
87:3,5,1,7,6,9,3,3,5,6,6,5,4,8,9,1,9,8,3,5,5,4,8,7,9,8,3,8,8,9
88:9,3,2,2,5,6,7,3,5,4,4,7,2,5,3,9,7,7,7,3,9,4,5,4,1,9,9,5,4,5
89:6,4,9,1,9,7,2,1,3,7,9,2,6,2,3,5,2,2,1,3,2,2,2,7,6,6,2,4,5,8
90:8,2,3,4,4,1,9,8,9,6,7,2,1,8,5,6,5,8,6,6,5,2,7,4,5,5,6,5,7,6
91:3,3,6,6,9,7,3,6,9,4,2,5,3,1,6,5,8,9,8,1,5,2,8,6,9,8,9,4,5,5
92:1,1,4,3,5,5,3,6,9,9,1,7,1,7,6,6,6,7,3,8,9,5,3,8,2,1,3,9,7,9
93:6,6,3,1,1,4,2,2,6,2,2,9,9,7,9,9,6,1,2,3,2,8,3,1,1,8,3,2,9,7
94:8,3,8,3,2,4,2,1,3,7,8,8,1,6,3,1,9,7,9,1,8,5,8,3,1,9,3,2,3,4
95:7,4,8,4,9,5,8,3,4,1,4,3,8,5,7,2,1,6,5,5,1,3,5,4,5,9,8,5,1,9
96:5,2,7,5,3,4,7,9,2,4,7,6,2,1,4,8,8,9,2,2,5,3,4,5,9,5,8,7,4,9
97:9,8,2,2,4,2,7,6,8,6,8,9,4,1,4,5,1,3,4,2,5,7,7,5,7,3,1,3,7,3
98:3,5,1,7,9,7,9,7,2,3,2,8,9,6,3,4,5,1,3,4,4,2,7,3,3,9,3,9,4,1
99:6,7,7,6,9,2,4,6,7,4,5,5,1,7,7,3,5,7,8,7,6,3,6,7,8,7,6,5,5,2
100:3,1,8,4,1,5,5,6,1,7,4,7,9,5,2,5,6,4,2,8,1,2,9,5,3,8,5,9,8,1
101:6,7,4,9,4,1,2,3,1,2,9,8,9,9,2,1,4,3,1,8,5,5,9,1,9,2,8,9,4,3
102:6,5,4,6,9,8,2,6,1,2,2,2,6,7,6,4,6,5,2,3,9,2,2,5,8,8,1,3,8,9
103:5,4,1,2,2,5,2,2,9,9,9,2,9,1,3,9,2,1,9,8,1,3,9,8,9,3,1,9,9,2
104:6,5,9,8,2,2,9,2,5,6,8,2,7,4,2,1,1,9,4,9,9,5,9,3,6,5,4,4,1,3
105:7,8,3,2,4,8,5,2,5,6,2,7,6,7,9,4,3,1,4,5,1,8,6,6,2,5,2,1,5,4
106:3,4,7,3,2,7,6,3,1,4,5,4,7,4,9,6,2,7,3,5,2,2,2,7,9,9,8,5,6,5
107:2,8,3,6,4,9,2,2,8,3,4,5,7,2,1,9,8,3,2,3,1,9,8,5,4,6,1,9,4,9
108:9,9,9,6,8,1,6,1,5,3,1,7,6,1,9,4,5,6,2,7,7,7,5,4,2,2,4,9,5,4
109:7,7,6,4,4,1,7,4,4,4,6,9,9,9,3,7,5,1,5,2,6,5,7,2,1,4,7,2,5,1
110:4,1,1,2,2,3,6,9,5,4,7,3,1,8,4,7,4,1,3,6,1,6,9,2,8,5,6,1,5,9
111:3,7,9,9,1,1,1,1,1,3,2,4,2,2,9,1,4,5,8,2,6,3,5,2,7,9,2,2,3,1
112:6,2,2,5,2,5,5,2,1,3,2,2,6,2,2,3,4,3,9,2,4,9,5,2,2,3,5,9,8,6
113:2,6,6,1,2,1,4,6,3,3,3,2,4,9,1,9,1,5,3,1,9,5,1,5,9,8,1,5,3,2
114:1,8,5,4,8,5,2,1,8,6,7,6,6,9,4,1,3,5,1,6,5,9,2,9,3,6,1,2,5,6
115:5,4,9,9,3,4,3,9,2,5,2,1,6,3,8,1,5,2,4,5,3,8,2,4,2,4,3,3,9,8
116:4,6,2,5,5,6,9,7,3,5,5,3,9,6,8,2,8,3,9,2,1,6,9,1,3,6,6,1,2,3
117:3,1,9,1,9,7,9,6,7,4,2,8,3,5,6,3,1,8,1,5,8,3,8,1,9,2,6,1,8,6
118:7,7,3,1,4,8,5,3,5,1,6,6,2,9,9,7,7,9,8,9,9,9,5,5,7,3,5,1,2,2
119:5,6,4,4,2,1,6,9,7,5,1,7,4,9,2,4,4,4,3,1,7,2,6,4,5,2,8,9,2,2
120:4,4,4,4,1,2,2,1,8,6,5,2,8,8,1,5,3,9,4,8,1,8,5,4,3,9,2,8,8,6
121:8,4,7,1,1,1,8,9,7,8,4,5,2,2,8,3,4,2,8,1,9,5,9,4,2,4,1,2,3,6
122:2,5,4,7,5,6,8,2,2,3,6,2,9,6,4,9,1,5,2,9,2,6,1,4,5,7,8,1,8,5
123:3,3,6,6,9,7,3,6,9,4,2,5,3,1,6,5,8,9,8,1,5,2,8,6,9,8,9,4,5,2
124:3,5,5,6,7,8,2,6,7,8,1,4,8,8,2,1,4,4,1,4,5,7,3,4,2,8,7,5,2,6
125:4,6,2,7,2,2,7,8,7,6,9,3,3,9,5,6,8,5,3,3,8,2,7,5,7,3,7,4,3,1
126:1,3,5,6,4,2,5,7,7,1,8,2,9,7,6,6,1,1,5,9,5,5,6,2,9,8,6,4,6,2
127:4,3,6,9,7,6,8,9,6,9,5,9,9,9,6,1,9,9,3,7,6,7,9,7,3,3,3,5,8,4
128:2,8,6,5,4,9,1,2,5,2,4,1,7,8,8,5,1,5,1,8,1,3,5,8,8,9,5,7,8,1
129:9,4,7,6,5,9,8,6,6,7,7,5,2,5,7,6,1,6,4,7,3,5,1,1,7,6,2,6,4,8
130:7,4,5,8,5,4,9,2,3,9,2,6,3,3,8,6,8,3,3,9,6,3,3,8,8,5,3,7,4,8
131:9,9,3,2,5,6,3,4,8,4,7,6,8,7,1,7,1,6,4,1,5,7,2,5,5,3,3,2,5,8
132:3,5,3,3,2,8,7,2,2,7,7,7,8,3,7,2,8,5,5,3,9,3,9,6,8,4,3,9,3,1
133:6,8,1,3,9,9,2,9,1,1,1,5,9,9,2,6,7,9,3,2,4,4,6,4,5,4,4,5,9,9
134:4,1,3,3,5,3,2,1,6,1,4,2,3,7,9,8,1,1,9,5,7,1,3,6,9,6,8,5,7,2
135:2,6,4,9,8,6,4,6,3,1,9,5,9,9,5,1,2,3,4,3,5,7,3,6,8,6,1,5,8,2
136:5,5,8,2,6,6,2,5,1,2,6,5,9,5,2,1,1,3,9,6,9,4,9,6,8,9,1,6,9,2
137:9,6,2,6,5,2,1,9,8,6,7,6,8,4,9,4,4,3,9,5,2,9,9,2,6,8,8,7,9,5
138:5,6,4,4,2,1,6,9,7,5,1,7,4,9,2,4,4,4,3,1,7,2,6,4,5,2,8,9,2,8
139:8,8,5,2,5,8,9,3,7,7,3,9,3,1,8,7,2,1,2,7,7,9,1,9,4,9,4,9,2,5
140:8,8,4,8,5,6,3,9,6,8,1,5,3,4,7,9,5,6,3,7,5,3,1,6,4,6,2,5,3,5
141:7,7,3,1,4,8,5,3,5,1,6,6,2,9,9,7,7,9,8,9,9,9,5,5,7,3,5,1,2,5
142:2,5,2,1,8,1,7,4,9,4,9,6,3,3,6,6,7,8,3,8,8,9,7,3,9,6,3,3,5,3
143:7,1,8,8,4,3,9,8,2,2,1,5,9,3,9,1,3,7,1,1,2,3,6,2,7,3,6,2,9,3
144:8,8,9,7,4,3,5,1,6,9,4,2,6,7,9,2,2,5,3,5,9,8,7,6,8,6,1,9,1,6
145:4,2,4,9,5,2,8,5,7,2,5,7,5,8,9,1,8,6,5,5,1,6,8,5,5,1,5,8,8,2
146:4,1,1,5,4,3,4,9,4,1,5,2,1,4,6,3,6,3,4,9,6,2,8,3,8,2,6,4,8,1
147:1,7,9,6,6,2,5,1,4,3,5,2,2,4,4,3,5,4,7,2,9,8,1,4,9,7,5,6,6,8
148:4,5,7,2,1,9,6,4,5,8,8,8,7,8,4,4,6,1,1,1,9,7,3,6,9,1,9,5,1,5
149:7,4,8,4,9,5,8,3,4,1,4,3,8,5,7,2,1,6,5,5,1,3,5,4,5,9,8,5,1,5
150:7,6,3,3,8,3,6,7,9,7,9,5,2,6,2,8,7,5,5,5,6,3,4,6,1,6,4,9,5,8
151:1,7,6,3,9,9,8,3,8,4,5,6,3,5,3,2,3,6,2,6,8,7,9,1,5,2,5,4,9,4
152:2,7,2,6,8,3,5,2,6,2,9,6,2,6,9,7,5,9,6,5,4,9,3,9,8,6,4,2,9,4
153:9,5,1,2,2,6,8,2,8,5,2,9,3,2,7,4,4,2,2,6,7,3,4,5,5,5,4,8,8,5
154:6,9,6,6,5,1,4,6,1,7,5,1,8,4,9,1,5,4,3,9,2,3,2,1,2,6,1,3,6,7
155:4,6,7,3,9,9,1,6,4,4,7,7,5,5,4,5,6,5,8,9,6,3,4,8,9,8,8,8,2,4
156:5,1,5,7,6,6,4,7,9,2,7,7,8,1,9,5,9,2,7,6,6,1,9,8,6,9,3,3,5,3
157:1,5,4,3,8,2,1,5,8,4,1,6,4,3,2,5,3,1,4,3,8,2,9,4,5,9,4,1,3,3
158:4,9,1,1,2,2,4,7,4,1,8,3,2,2,8,6,2,8,4,9,4,1,5,6,8,1,8,6,5,8
159:1,6,1,4,3,4,1,9,2,6,2,7,4,3,2,9,3,3,4,6,6,7,8,2,2,2,2,9,6,9
160:6,2,3,1,5,1,5,7,3,9,7,8,5,1,7,7,6,6,4,3,9,4,3,8,2,8,4,1,1,3
161:5,2,4,2,6,8,7,2,5,6,4,3,1,6,4,7,4,1,6,5,8,8,3,6,1,5,8,1,6,5
162:3,9,1,8,5,2,1,5,9,7,7,1,8,8,3,5,3,2,6,2,2,1,9,1,4,9,9,9,3,8
163:6,5,4,6,9,8,2,6,1,2,2,2,6,7,6,4,6,5,2,3,9,2,2,5,8,8,1,3,8,4
164:3,6,1,4,9,3,6,5,7,7,3,7,9,1,5,3,5,3,9,8,2,2,2,6,8,7,1,1,9,3
165:2,5,5,4,8,7,9,8,5,3,8,3,2,7,9,5,3,1,3,7,6,1,4,5,8,5,3,8,2,3
166:7,1,7,8,3,4,7,4,8,2,1,3,6,8,2,4,7,3,2,1,9,7,6,3,3,9,4,7,7,6
167:8,2,5,1,4,1,6,7,1,7,4,8,2,1,7,5,4,2,2,7,4,8,5,3,4,1,1,9,9,4
168:1,1,9,3,8,6,4,2,9,4,6,6,2,1,1,5,4,6,4,5,5,5,4,8,9,9,9,9,2,4
169:2,2,2,7,4,1,4,6,8,7,7,4,8,4,9,1,5,8,3,4,3,8,9,9,7,6,9,7,7,2
170:7,1,8,7,9,6,5,9,8,6,6,9,7,8,3,7,4,8,8,4,7,2,6,6,8,5,4,1,7,4
171:4,5,3,3,1,8,2,9,8,4,4,9,8,7,9,4,9,9,6,9,4,6,5,8,9,5,1,7,5,9
172:4,3,2,5,5,2,7,8,8,4,4,5,6,1,3,2,7,4,4,3,8,9,5,2,3,8,7,7,1,4
173:8,6,4,2,5,9,5,9,3,3,8,2,5,4,3,3,1,6,6,7,8,5,2,4,7,6,6,1,1,7
174:7,9,4,1,2,4,2,4,2,8,3,3,1,7,1,8,8,1,4,2,3,7,5,7,1,3,7,5,1,1
175:1,7,9,6,6,2,5,1,4,3,5,2,2,4,4,3,5,4,3,2,9,8,1,4,9,7,5,6,6,8
176:7,6,1,6,4,2,7,4,3,4,8,6,2,7,1,8,7,4,7,3,6,5,8,3,1,3,1,6,7,8
177:1,4,9,4,5,3,7,7,6,3,7,2,6,9,2,4,4,4,3,2,2,1,9,1,8,2,7,3,1,6
178:3,9,8,9,1,5,9,7,1,8,5,9,4,2,8,1,5,2,3,6,3,6,4,4,1,4,7,1,4,4
179:4,9,1,1,2,2,4,7,4,1,8,3,2,2,8,6,2,8,4,9,4,1,5,6,8,1,8,6,5,9
180:9,2,3,7,1,6,1,5,8,8,2,5,3,3,2,7,6,1,5,3,8,4,6,1,1,3,6,8,5,5
181:7,7,3,6,1,2,1,6,5,6,9,1,7,1,7,1,4,2,7,4,2,1,2,8,9,3,6,3,8,6
182:6,9,9,4,1,7,8,3,3,2,6,8,8,5,4,2,7,3,8,5,6,2,6,3,4,5,4,6,7,8
183:6,9,5,1,9,3,4,2,5,7,1,8,9,1,9,1,7,5,8,8,9,5,9,2,7,8,9,9,7,3
184:1,7,1,6,1,1,2,9,1,2,3,7,9,8,6,1,4,5,5,1,9,7,5,1,2,8,3,3,5,7
185:1,8,5,4,8,5,2,1,8,6,7,6,6,9,4,1,3,5,1,6,5,9,2,9,3,6,1,2,5,2
186:6,1,7,9,9,4,9,9,1,5,5,2,2,7,8,2,7,5,1,4,6,2,3,9,2,1,5,2,2,9
187:9,3,6,6,2,3,2,8,9,5,9,7,6,4,3,8,9,8,7,4,2,5,5,2,3,9,5,5,3,3
188:3,5,1,7,6,9,3,3,5,6,6,5,4,8,9,1,9,8,3,5,5,4,8,7,9,8,3,8,8,6
189:6,3,3,1,6,9,8,5,5,6,2,7,5,4,5,7,7,3,5,8,4,2,9,3,4,3,3,4,1,7
190:7,1,8,7,9,5,5,9,8,6,6,9,7,8,3,7,4,8,8,4,7,2,6,6,8,5,4,1,7,4
191:1,1,9,2,2,8,5,6,7,4,2,7,6,5,5,3,1,5,3,6,1,2,1,4,2,6,9,1,7,7
192:3,6,2,8,1,1,2,9,1,4,8,5,5,1,2,9,9,6,1,1,2,6,5,3,8,6,8,4,4,1
193:3,5,1,7,6,9,3,3,5,6,6,5,4,8,9,1,9,8,3,5,5,4,8,7,9,8,3,8,8,9
194:6,9,5,8,2,9,4,1,8,6,8,3,1,4,2,7,4,8,4,3,7,1,9,3,8,5,4,5,8,4
195:4,9,3,5,5,4,1,3,6,1,6,6,1,8,7,4,4,4,8,5,4,1,6,1,8,1,9,4,1,6
196:1,1,7,9,8,2,4,2,4,6,7,3,5,7,5,8,2,9,1,6,7,9,4,3,4,5,2,1,8,7
197:1,8,1,4,4,2,6,2,3,9,4,1,3,3,4,7,8,4,4,7,3,8,3,4,8,2,4,2,9,5
198:8,7,6,2,7,8,4,6,5,4,1,1,3,5,9,5,9,9,3,8,6,1,5,6,1,9,5,3,4,5
199:5,9,8,8,9,4,9,9,2,9,7,3,1,6,9,8,9,4,4,5,6,6,1,2,8,7,1,8,5,4
200:5,9,8,8,9,4,9,9,2,9,7,3,1,6,9,8,9,4,4,5,6,6,1,2,8,7,1,8,5,2
201:1,8,1,4,4,2,6,2,3,9,4,1,3,3,4,7,8,4,4,7,3,8,3,4,8,2,4,2,9,9
202:8,7,4,9,1,7,5,8,3,2,2,6,5,7,6,7,5,9,1,3,1,9,3,2,1,4,8,7,4,5
203:2,6,6,1,2,1,4,7,3,3,3,2,4,9,1,9,1,5,3,1,9,5,1,5,9,8,1,5,3,8
204:4,8,4,9,7,8,9,1,7,1,6,9,2,1,5,4,4,1,7,5,9,5,2,7,2,6,8,1,8,5
205:7,5,7,7,8,1,6,1,3,1,2,7,7,5,3,3,4,3,7,6,1,5,6,1,7,2,7,9,4,9
206:9,7,5,2,2,8,4,9,8,7,1,9,5,2,1,5,2,9,4,3,2,4,3,4,1,6,5,2,4,5
207:6,9,6,6,5,1,4,6,1,7,5,1,8,4,9,1,5,4,3,9,2,3,2,1,2,6,1,3,6,3
208:9,2,6,6,2,5,5,2,4,8,2,2,9,9,3,2,5,2,8,7,7,2,8,7,8,8,1,3,5,8
209:8,4,7,1,1,1,8,9,7,8,4,5,2,2,8,3,4,2,8,1,9,5,9,4,2,4,9,2,3,6
210:4,3,2,7,2,2,7,8,7,6,9,3,3,9,5,6,8,5,3,3,8,2,7,5,7,3,7,4,3,7
211:3,5,2,4,9,2,4,1,4,2,3,6,8,5,6,1,6,6,4,8,5,6,3,5,5,5,1,4,3,1
212:4,6,2,5,5,6,9,7,3,5,5,3,9,6,8,2,8,3,9,2,1,6,9,1,3,6,6,1,2,3
213:6,3,7,5,6,4,1,2,5,9,7,9,8,4,3,5,5,2,5,5,3,2,3,8,4,8,2,3,5,5
214:2,7,2,6,8,3,5,2,6,2,9,6,2,6,9,7,5,9,6,5,4,9,3,9,8,6,4,2,9,5
215:3,6,6,9,5,5,3,5,5,8,9,7,5,4,1,7,2,7,7,7,7,3,5,5,2,7,3,6,6,6
216:7,8,3,1,9,7,8,7,5,6,3,5,8,6,5,9,2,3,4,6,4,8,4,3,3,1,8,1,8,6
217:6,5,1,6,4,3,8,6,6,9,8,2,2,7,8,1,2,6,7,8,9,5,1,2,4,7,7,4,4,4
218:3,1,2,9,9,8,7,9,4,1,9,7,2,9,8,5,3,6,9,4,6,8,8,2,8,9,8,1,2,5
219:6,5,1,6,4,3,8,6,6,9,8,2,2,7,8,1,2,6,7,8,9,5,3,2,4,7,7,4,4,4
220:3,1,8,4,1,5,5,6,1,7,4,7,6,5,2,5,6,4,2,8,1,2,9,5,3,8,5,9,8,4
221:2,5,7,4,6,2,2,1,7,8,9,4,5,7,6,7,7,9,8,3,4,6,4,7,7,2,1,4,4,6
222:4,3,4,5,5,7,9,5,6,9,4,9,8,4,8,9,4,5,9,4,9,2,4,9,7,1,8,7,9,1
223:6,8,3,5,8,1,2,8,5,6,1,9,1,8,3,9,9,3,8,8,2,9,7,4,8,1,6,7,6,2
224:3,4,4,4,1,6,5,4,5,8,5,5,7,5,6,2,3,6,4,5,7,6,2,6,2,2,1,9,6,7
225:8,9,4,6,5,1,6,1,2,2,8,3,1,9,9,2,3,6,6,1,1,6,2,7,7,9,6,9,8,9
